Species,Family,Clade,type_of_care,number_of_parents,care_duration,care_duration_in_males,care_in_males_binary,care_duration_in_females,care_in_females_binary,protection,protection_in_males,protection_in_females,nourishment_by_females,nourishment_by_females_binary,terrestrial_reproduction,direct_development,female_SVL_,male_SVL,average_male_female_SVL,SSD,Egg_diameter,Clutch_size,Clutch_volume
Nannophryne variegata,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,NA,138,NA
Nannophrys ceylonensis,Dicroglossidae,Natatanura,male_only care ,1,1,1,1,0,0,2,2,0,0,0,1,absent,48.7,46.6,47.65,_0.02,NA,NA,NA
Nanorana conaensis,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,55.2,58,56.6,0.02,3.311311215,NA,NA
Nanorana liebigii,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,83.1,77.9,80.5,_0.03,3.01995172,NA,NA
Nanorana parkeri,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,49.4,45.7,47.55,_0.03,1.995262315,NA,NA
Nanorana pleskei,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,37.3,36.6,36.95,_0.01,1.905460718,50,141.69
Nanorana taihangnica,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,80.8,66.9,73.85,_0.08,3.467368505,NA,NA
Nanorana unculuanus,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,77.9,74.6,76.25,_0.02,3.981071706,97,1218.32
Nanorana ventripunctata,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,49.4,44.1,46.75,_0.05,2.089296131,290,1003.94
Nanorana yunnanensis,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,95,95.5,95.25,0,3.467368505,633,6087.09
Nasikabatrachus sahyadrensis,Nasikabatrachidae,Sooglossoidea,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,NA,3600,NA
Natalobatrachus bonebergi,Pyxicephalidae,Natatanura,female_only care ,1,1,0,0,1,1,2,0,2,0,0,1,absent,37,NA,NA,NA,2.187761624,89.5,332.36
Nectophryne afra,Bufonidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,2,2,0,2,1,0,absent,31.5,NA,NA,NA,3.467368505,29,278.87
Nectophryne batesii,Bufonidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,2,2,0,2,1,0,absent,NA,NA,NA,NA,NA,NA,NA
Nectophrynoides asperginis,Bufonidae,Agastorophrynia,female_only care ,1,3,0,0,3,1,5,0,5,2,1,1,present,NA,NA,NA,NA,NA,NA,NA
Nectophrynoides cryptus,Bufonidae,Agastorophrynia,female_only care ,1,3,0,0,3,1,5,0,5,2,1,1,present,NA,NA,NA,NA,NA,NA,NA
Nectophrynoides minutus,Bufonidae,Agastorophrynia,female_only care ,1,3,0,0,3,1,5,0,5,2,1,1,present,NA,NA,NA,NA,NA,NA,NA
Nectophrynoides tornieri,Bufonidae,Agastorophrynia,female_only care ,1,3,0,0,3,1,5,0,5,2,1,1,present,31,NA,NA,NA,3.467368505,23,221.17
Nectophrynoides viviparus,Bufonidae,Agastorophrynia,female_only care ,1,3,0,0,3,1,5,0,5,2,1,1,present,NA,NA,NA,NA,NA,NA,NA
Nectophrynoides wendiae,Bufonidae,Agastorophrynia,female_only care ,1,3,0,0,3,1,5,0,5,2,1,1,present,NA,NA,NA,NA,NA,NA,NA
Neobatrachus pictus,Limnodynastidae,Australobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,NA,1000,NA
Neobatrachus sudelli,Limnodynastidae,Australobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,1.548816619,NA,NA
Nesomantis thomasseti,Sooglossidae,Sooglossoidea,female_only care ,1,3,0,0,3,1,3,0,3,2,1,NA,present,NA,NA,NA,NA,NA,NA,NA
Nimbaphrynoides liberiensis,Bufonidae,Agastorophrynia,female_only care ,1,3,0,0,3,1,5,0,5,2,1,1,present,NA,NA,NA,NA,NA,NA,NA
Nimbaphrynoides occidentalis,Bufonidae,Agastorophrynia,female_only care ,1,3,0,0,3,1,5,0,5,2,1,1,present,NA,NA,NA,NA,NA,NA,NA
Notaden melanoscaphus,Limnodynastidae,Australobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,44.5,NA,NA,NA,1.412537545,891.5,1421.09
Nyctibates corrugatus,Arthroleptidae,Afrobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Nyctimantis rugiceps,Hylidae,Hylidae,no care,0,2,0,0,2,1,0,0,0,1,1,NA,absent,61.3,61.9,61.6,0,NA,NA,NA
Nyctimystes dayi,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,40,NA,NA,NA,2.454708916,107,504.18
Nyctimystes kubori,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,60,45,52.5,_0.12,NA,NA,NA
Nyctimystes papua,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,60,50,55,_0.08,NA,NA,NA
Nymphargus grandisonae,Centrolenidae,Diphyabatracea,female_only care ,1,1,0,0,1,1,2,0,2,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Nymphargus griffithsi,Centrolenidae,Diphyabatracea,female_only care ,1,1,0,0,1,1,2,0,2,0,0,1,absent,23.4,24.1,23.75,0.01,NA,NA,NA
Nymphargus lasgralarias,Centrolenidae,Diphyabatracea,female_only care ,1,1,0,0,1,1,2,0,2,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Occidozyga laevis,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,35.8,24.4,30.1,_0.17,1.258925412,124,152.09
Occidozyga lima,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,31.05,21.2,26.13,_0.17,1.122018454,616,612.01
Occidozyga martensii,Dicroglossidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,29,20.4,24.7,_0.15,1.122018454,250,248.38
Odontophrynus americanus,Odontophrynidae,Crown Hyloidea,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,44.5,NA,NA,NA,1,10000,7850
Odontophrynus cultripes,Odontophrynidae,Crown Hyloidea,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Odorrana banaorum,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,91,48.5,69.75,_0.27,1.995262315,NA,NA
Odorrana chapaensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,92.2,81.1,86.65,_0.06,NA,NA,NA
Odorrana chloronota,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,92,46,69,_0.3,1.995262315,NA,NA
Odorrana grahami,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,93.3,74.3,83.8,_0.1,2.511886432,2446,12000.69
Odorrana hosii,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,92.45,53.8,73.13,_0.24,2.041737945,1785,5888.65
Odorrana ishikawae,Ranidae,Natatanura,male_only care ,1,1,1,1,0,0,2,2,0,0,0,0,absent,111,NA,NA,NA,3.467368505,1000,9343.46
Odorrana jingdongensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,97,74.8,85.9,_0.11,2.511886432,584.5,2867.7
Odorrana junlianensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,97.5,76.1,86.8,_0.11,2.511886432,NA,NA
Odorrana livida,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,100.4,56.5,78.45,_0.25,1.905460718,1433,4060.91
Odorrana morafkai,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,90,42.5,66.25,_0.33,1.995262315,NA,NA
Odorrana narina,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,70,NA,NA,NA,3.467368505,200,1923.25
Odorrana schmackeri,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,76.8,40.8,58.8,_0.27,1.995262315,1549,4863.86
Odorrana supranarina,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,92.5,NA,NA,NA,2.754228703,1100,6530.22
Odorrana swinhoana,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,74.25,60.3,67.28,_0.09,2.511886432,45,220.78
Odorrana tiannanensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,100,52,76,_0.28,1.995262315,NA,NA
Odorrana tormota,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,52,33.8,42.9,_0.19,2.570395783,563.75,2945.75
Odorrana utsunomiyaorum,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,52,NA,NA,NA,3.715352291,100,1074.67
Odorrana versabilis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,62.3,46.4,54.35,_0.13,3.01995172,101,713.57
Oophaga granulifera,Dendrobatidae,Agastorophrynia,biparental care,2,2,1,1,2,1,3,2,3,1,1,NA,absent,20.8,20.7,20.75,0,NA,3,NA
Oophaga histrionica,Dendrobatidae,Agastorophrynia,female_only care ,1,2,NA,NA,2,1,3,0,3,1,1,1,absent,35.35,33,34.18,_0.03,1.513561248,12,21.2
Oophaga lehmanni,Dendrobatidae,Agastorophrynia,biparental care,2,2,2,1,2,1,3,3,0,1,1,1,absent,33.2,33.4,33.3,0,1.513561248,12,21.2
Oophaga pumilio,Dendrobatidae,Agastorophrynia,biparental care,2,2,1,1,2,1,3,2,3,1,1,1,absent,20.6,20.9,20.75,0.01,1.096478196,7.5,7.12
Oophaga speciosa,Dendrobatidae,Agastorophrynia,female_only care ,1,2,0,0,2,1,3,0,3,1,1,NA,absent,29.1,28.4,28.75,_0.01,NA,NA,NA
Ophryophryne hansi,Megophryidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Ophryophryne microstoma,Megophryidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,47.3,30.6,38.95,_0.19,1.819700859,NA,NA
Opisthothylax immaculatus,Hyperoliidae,Afrobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,34,NA,NA,NA,4.570881896,8,132.88
Oreobates quixensis,Craugastoridae,Terrarana,no care,0,0,0,0,0,0,0,0,0,2,1,1,present,53.55,43.8,48.68,_0.09,4.073802778,34,437.78
Oreolalax jingdongensis,Megophryidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,50.8,54.3,52.55,0.03,3.630780548,170,1729.51
Oreolalax liangbeiensis,Megophryidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,60,51.6,55.8,_0.07,3.467368505,350,3365.69
Oreolalax lichuanensis,Megophryidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,59.05,58.7,58.88,0,3.715352291,215,2279.41
Oreolalax major,Megophryidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,67.5,64.6,66.05,_0.02,3.801893963,NA,NA
Oreolalax multipunctatus,Megophryidae,Anomocoela,male_only care ,1,1,1,1,0,0,2,2,0,0,0,NA,absent,NA,NA,NA,NA,3.467368505,78,750.07
Oreolalax pingii,Megophryidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,45.6,45.2,45.4,0,3.388441561,175,1588.06
Oreolalax schmidti,Megophryidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,51,43.1,47.05,_0.07,3.981071706,120,1507.2
Oreophryne anthonyi,Microhylidae,Microhylidae,biparental care,2,1,1,1,1,1,2,2,2,2,1,NA,present,NA,NA,NA,NA,NA,NA,NA
Oreophryne clamata,Microhylidae,Microhylidae,male_only care ,1,1,1,1,0,0,2,2,0,2,1,1,present,NA,NA,NA,NA,NA,NA,NA
Oreophryne wapoga,Microhylidae,Microhylidae,male_only care ,1,3,3,1,0,0,3,3,0,2,1,NA,present,NA,NA,NA,NA,NA,NA,NA
Osteocephalus alboguttatus,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,65,59,62,_0.04,1.412537545,NA,NA
Osteocephalus buckleyi,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,63.85,43.3,53.58,_0.17,1.202264435,1275,1441.26
Osteocephalus leprieurii,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,55.8,44.7,50.25,_0.1,1.288249552,1865,2474.2
Osteocephalus oophagus,Hylidae,Hylidae,no care,0,2,0,0,2,1,0,0,0,1,1,0,absent,53,NA,NA,NA,1.737800829,274.5,637.48
Osteocephalus taurinus,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,85.25,69.9,77.58,_0.09,1,1275,1000.88
Osteopilus ocellatus,Hylidae,Hylidae,NA,NA,2,NA,NA,2,1,NA,NA,NA,1,1,NA,absent,60.5,45.5,53,_0.12,0.707945784,361,140.85
Osteopilus pulchrilineatus,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,40.1,31.6,35.85,_0.1,NA,NA,NA
Osteopilus septentrionalis,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,89.85,53.9,71.88,_0.22,3.01995172,130,918.45
Osteopilus vastus,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,136.9,96.7,116.8,_0.15,2.511886432,NA,NA
Papurana daemeli,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Paracrinia haswelli,Myobatrachidae,Australobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,32,26,29,_0.09,1.621810097,NA,NA
Paradoxophyla palmata,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,23.85,NA,NA,NA,1,257.5,202.14
Paratelmatobius cardosoi,Leptodactylidae,Diphyabatracea,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,18.1,NA,NA,NA,1.659586907,20,43.26
Paratelmatobius lutzii,Leptodactylidae,Diphyabatracea,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.905460718,NA,NA
Pedostibes hosii,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Pedostibes tuberculosus,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Pelobates cultripes,Pelobatidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,77,NA,NA,NA,1.862087137,2672,7374.09
Pelobates fuscus,Pelobatidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,42.6,41.1,41.85,_0.02,1.698243652,1740,3947.45
Pelodytes punctatus,Pelodytidae,Anomocoela,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,42.5,NA,NA,NA,1.737800829,350,841.42
Pelophryne brevipes,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,2,1,0,absent,20.5,NA,NA,NA,1.995262315,15.5,48.67
Pelophylax esculentus,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,64.9,46.5,55.7,_0.14,1.412537545,1048,1612.45
Pelophylax fukienensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,55.5,40.2,47.85,_0.14,1.584893192,1011,2031.71
Pelophylax hubeiensis,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.819700859,1829,4651.88
Pelophylax lessonae,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,57.5,NA,NA,NA,1.513561248,2110,3726.79
Pelophylax nigromaculatus,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,69.95,64.4,67.18,_0.04,1.995262315,2762.5,8458.75
Pelophylax perezi,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,97.5,NA,NA,NA,1.513561248,3600,6358.5
Pelophylax plancyi,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,63.2,39.2,51.2,_0.21,1.258925412,897.5,1100.84
Pelophylax porosus,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.621810097,NA,NA
Pelophylax ridibundus,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,109,NA,NA,NA,1.77827941,6334.5,15490.71
Pelophylax saharicus,Ranidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,1.513561248,NA,NA
Peltophryne fustiger,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,154.7,131,142.85,_0.07,1.995262315,NA,NA
Petropedetes cameronensis,Petropedetidae,Natatanura,male_only care ,1,1,1,1,0,0,2,2,0,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Petropedetes newtoni,Petropedetidae,Natatanura,male_only care ,1,1,1,1,0,0,2,2,0,0,0,NA,absent,NA,NA,NA,NA,NA,NA,NA
Petropedetes parkeri,Petropedetidae,Natatanura,male_only care ,1,1,1,1,0,0,2,2,0,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Petropedetes perreti,Petropedetidae,Natatanura,male_only care ,1,1,1,1,0,0,2,2,0,0,0,NA,absent,40.35,36,38.18,_0.05,NA,NA,NA
Phasmahyla cochranae,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Phasmahyla guttata,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Philautus aurifasciatus,Rhacophoridae,Natatanura,no care,0,0,0,0,0,0,0,0,0,2,1,1,present,31.6,23.8,27.7,_0.12,2.691534804,13,74.39
Philoria frosti,Limnodynastidae,Australobatrachia,female_only care ,1,1,0,0,1,1,1,0,1,0,0,NA,absent,NA,NA,NA,NA,3.981071706,117.5,1439.14
Philoria sphagnicolus,Limnodynastidae,Australobatrachia,female_only care ,1,1,0,0,1,1,1,0,1,0,0,1,absent,35,NA,NA,NA,3.235936569,50.25,413.45
Phlyctimantis leonardi,Hyperoliidae,Afrobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Phrynobatrachus acridoides,Phrynobatrachidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,29,NA,NA,NA,0.794328235,105,52.75
Phrynobatrachus calcaratus,Phrynobatrachidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,19.5,NA,NA,NA,0.794328235,254.5,127.86
Phrynobatrachus dendrobates,Phrynobatrachidae,Natatanura,either parent,1,1,1,1,1,1,2,2,2,2,1,1,absent,NA,NA,NA,NA,NA,NA,NA
Phrynobatrachus guineensis,Phrynobatrachidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,3.01995172,NA,NA
Phrynobatrachus latifrons,Phrynobatrachidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,0.794328235,NA,NA
Phrynobatrachus mababiensis,Phrynobatrachidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,20.5,NA,NA,NA,0.891250938,775,492.78
Phrynobatrachus natalensis,Phrynobatrachidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,33,27.5,30.25,_0.08,0.891250938,788,501.05
Phrynobatrachus sandersoni,Phrynobatrachidae,Natatanura,female_only care ,1,1,0,0,1,1,2,0,2,2,1,1,absent,25,NA,NA,NA,2.290867653,14.5,60.21
Phrynoidis asper,Bufonidae,Agastorophrynia,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,102.7,83,92.85,_0.09,1.202264435,12792,14460.08
Phrynomantis microps,Microhylidae,Microhylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,51.7,NA,NA,NA,2.290867653,750,3114.49
Phyllobates bicolor,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,NA,absent,39.2,36.2,37.7,_0.03,NA,17,NA
Phyllobates lugubris,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,1,1,3,3,0,0,0,NA,absent,22.2,19.2,20.7,_0.06,NA,18,NA
Phyllobates terribilis,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,1,absent,45.1,41.1,43.1,_0.04,2.511886432,17.5,85.86
Phyllobates vittatus,Dendrobatidae,Agastorophrynia,male_only care ,1,2,2,1,0,0,3,3,0,0,0,1,absent,29.35,24.4,26.88,_0.08,2.511886432,16.5,80.95
Phyllomedusa atelopoides,Hylidae,Hylidae,female_only care ,1,1,0,0,1,1,1,0,1,0,0,1,absent,42.5,36.5,39.5,_0.07,3.01995172,20,141.3
Phyllomedusa bicolor,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,115,97,106,_0.07,NA,NA,NA
Phyllomedusa hypochondrialis,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,41.25,35.2,38.23,_0.07,1.9498446,68.5,205.52
Phyllomedusa palliata,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,45.15,42.1,43.63,_0.03,3.090295433,57.25,438.88
Phyllomedusa tarsius,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,105.2,86.9,96.05,_0.08,3.467368505,461.5,4437.9
Phyllomedusa tomopterna,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,57.35,45.3,51.33,_0.1,3.311311215,65,564.11
Phyllomedusa trinitatis,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,3.01995172,NA,NA
Phyllomedusa vaillantii,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,78.65,52.1,65.38,_0.18,2.187761624,868.5,3262.39
Physalaemus biligonigerus,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,32.5,NA,NA,NA,1,9407,7384.5
Physalaemus cuvieri,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,29.5,NA,NA,NA,1.905460718,650,1842
Physalaemus ephippifer,Leptodactylidae,Diphyabatracea,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,29.5,NA,NA,NA,1.513561248,410,724.16
Pipa carvalhoi,Pipidae,Xenoanura,female_only care ,1,2,0,0,2,1,4,0,4,0,0,0,absent,51.4,45.7,48.55,_0.05,2.089296131,140,484.66
Pipa parva,Pipidae,Xenoanura,female_only care ,1,2,0,0,2,1,4,0,4,0,0,0,absent,33.6,31.7,32.65,_0.03,NA,NA,NA
Pipa pipa,Pipidae,Xenoanura,female_only care ,1,2,0,0,2,1,4,0,4,2,1,0,present,138.7,128.7,133.7,_0.03,6.025595861,71,2006.46
Platypelis barbouri,Microhylidae,Microhylidae,male_only care ,1,2,2,1,0,0,2,2,0,NA,NA,NA,absent,NA,NA,NA,NA,NA,NA,NA
Platypelis grandis,Microhylidae,Microhylidae,male_only care ,1,1,1,1,0,0,2,2,0,2,1,0,absent,52,NA,NA,NA,3.981071706,95,1193.2
Platyplectrum ornatum,Limnodynastidae,Australobatrachia,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,1,absent,38,NA,NA,NA,1.148153621,926.75,970.5
Platyplectrum spenceri,Limnodynastidae,Australobatrachia,no care,0,0,0,0,0,0,0,0,0,0,0,1,absent,39.5,NA,NA,NA,1.513561248,1129,1994.1
Plectrohyla acanthodes,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,2.884031503,NA,NA
Plectrohyla arborescandens,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,45.6,34.8,40.2,_0.12,2.187761624,NA,NA
Plectrohyla bistincta,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
Plectrohyla guatemalensis,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,48.6,47.5,48.05,_0.01,1.995262315,NA,NA
Plectrohyla hartwegi,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,2.511886432,NA,NA
Plectrohyla matudai,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,49,33.1,41.05,_0.17,NA,NA,NA
Plectrohyla sagorum,Hylidae,Hylidae,no care,0,0,0,0,0,0,0,0,0,0,0,NA,absent,NA,NA,NA,NA,1.698243652,NA,NA
Plethodontohyla mihanika,Microhylidae,Microhylidae,male_only care ,1,1,1,1,0,0,2,2,0,2,1,0,absent,30,NA,NA,NA,3.01995172,111,784.22
Plethodontohyla notosticta,Microhylidae,Microhylidae,male_only care ,1,1,1,1,0,0,2,2,0,2,1,0,absent,38.5,NA,NA,NA,3.090295433,81.5,614.82
Plethodontohyla tuberata,Microhylidae,Microhylidae,male_only care ,1,1,1,1,0,0,2,2,0,2,1,1,absent,40,NA,NA,NA,3.715352291,41,452.6
Pleurodema brachyops,Leptodactylidae,Diphyabatracea,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,0,1,absent,35.5,31.5,33.5,_0.05,1.122018454,1075,1058.56
Polypedates cruciger,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,NA,NA,NA,NA,NA,NA,NA
Polypedates leucomystax,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,69.6,43.5,56.55,_0.2,1.659586907,293.5,646.41
Polypedates maculatus,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,80.5,NA,NA,NA,1.348962883,850,1216.06
Polypedates megacephalus,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,1,absent,67.1,49,58.05,_0.14,1.905460718,362,1025.85
Polypedates mutus,Rhacophoridae,Natatanura,biparental care,2,1,1,1,1,1,1,1,1,0,0,NA,absent,66.7,53.4,60.05,_0.1,1.995262315,NA,NA
Poyntonia paludicola,Pyxicephalidae,Natatanura,no care,0,0,0,0,0,0,0,0,0,0,0,0,absent,NA,NA,NA,NA,NA,NA,NA
