Species,Aquatic,Herbivorous,Nocturnal,Scansorial,Fossorial,Large,Terrestrial,Archetype,Archetype_without_mass,Archetype_without_activity
Liolaemus melanops,0,0.527,0,0,0,0.257,0.216,Herbivorous,Herbivorous,Herbivorous
Liolaemus millcayac,0,0,0,0,0,0.281,0.719,Terrestrial,Terrestrial,Terrestrial
Liolaemus monticola,0.003,0,0.012,0.812,0,0.173,0,Scansorial,Scansorial,Scansorial
Liolaemus morenoi,0,0.536,0,0,0,0.226,0.238,Herbivorous,Herbivorous,Herbivorous
Liolaemus multicolor,0,0.54,0,0,0,0.212,0.249,Herbivorous,Herbivorous,Herbivorous
Liolaemus multimaculatus,0,0,0,0,0,0.26,0.74,Terrestrial,Terrestrial,Terrestrial
Liolaemus nigromaculatus,0,0.837,0,0,0,0.163,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus nigroviridis,0,0.851,0,0,0,0.149,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus nitidus,0,0.802,0,0,0,0.198,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus occipitalis,0,0.909,0,0,0,0.091,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus olongasta,0,0.558,0,0,0,0.149,0.293,Herbivorous,Herbivorous,Herbivorous
Liolaemus ornatus,0,0.553,0,0,0,0.166,0.281,Herbivorous,Herbivorous,Herbivorous
Liolaemus pachecoi,0,0.835,0,0,0,0.165,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus pagaburoi,0,0.571,0,0,0,0.104,0.325,Herbivorous,Herbivorous,Herbivorous
Liolaemus petrophilus,0.003,0,0.015,0.775,0,0.207,0,Scansorial,Scansorial,Scansorial
Liolaemus pictus,0.003,0,0.015,0.764,0,0.217,0,Scansorial,Scansorial,Scansorial
Liolaemus platei,0.002,0,0.008,0.882,0,0.109,0,Scansorial,Scansorial,Scansorial
Liolaemus porosus,0,0.903,0,0,0,0.097,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus pseudoanomalus,0,0,0,0,0,0.244,0.756,Terrestrial,Terrestrial,Terrestrial
Liolaemus puna,0,0.572,0,0,0,0.1,0.328,Herbivorous,Herbivorous,Herbivorous
Liolaemus punmahuida,0,0.827,0,0,0,0.173,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus puritamensis,0,0.814,0,0,0,0.186,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus purul,0,0,0,0,0,0.277,0.723,Terrestrial,Terrestrial,Terrestrial
Liolaemus quilmes,0,0,0,0,0,0.314,0.686,Terrestrial,Terrestrial,Terrestrial
Liolaemus rabinoi,0,0,0,0,0,0.244,0.756,Terrestrial,Terrestrial,Terrestrial
Liolaemus ramirezae,0,0.57,0,0,0,0.106,0.324,Herbivorous,Herbivorous,Herbivorous
Liolaemus ramonensis,0,0.831,0,0,0,0.169,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus riojanus,0,0,0,0,0,0.223,0.777,Terrestrial,Terrestrial,Terrestrial
Liolaemus robertmertensi,0.001,0,0.005,0.921,0,0.073,0,Scansorial,Scansorial,Scansorial
Liolaemus robertoi,0,0.907,0,0,0,0.093,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus rothi,0.003,0,0.015,0.764,0,0.217,0,Scansorial,Scansorial,Scansorial
Liolaemus ruibali,0,0.558,0,0,0,0.147,0.294,Herbivorous,Herbivorous,Herbivorous
Liolaemus sagei,0.003,0,0.015,0.775,0,0.207,0,Scansorial,Scansorial,Scansorial
Liolaemus salinicola,0,0,0,0,0,0.275,0.725,Terrestrial,Terrestrial,Terrestrial
Liolaemus sanjuanensis,0,0,0,0,0,0.232,0.767,Terrestrial,Terrestrial,Terrestrial
Liolaemus sarmientoi,0,0.822,0,0,0,0.177,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus saxatilis,0.001,0,0.004,0.935,0,0.06,0,Scansorial,Scansorial,Scansorial
Liolaemus scapularis,0,0,0,0,0,0.275,0.725,Terrestrial,Terrestrial,Terrestrial
Liolaemus schroederi,0.001,0,0.007,0.898,0,0.094,0,Scansorial,Scansorial,Scansorial
Liolaemus scolaroi,0.002,0,0.01,0.842,0,0.145,0,Scansorial,Scansorial,Scansorial
Liolaemus scorialis,0.002,0,0.007,0.889,0,0.103,0,Scansorial,Scansorial,Scansorial
Liolaemus scrocchii,0,0.831,0,0,0,0.169,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus shehuen,0,0,0,0,0,0.343,0.657,Terrestrial,Terrestrial,Terrestrial
Liolaemus signifer,0,0.52,0,0,0,0.282,0.198,Herbivorous,Herbivorous,Herbivorous
Liolaemus sitesi,0,0.879,0,0,0,0.121,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus stolzmanni,0,0,0,0,0,0.217,0.783,Terrestrial,Terrestrial,Terrestrial
Liolaemus tandiliensis,0.001,0,0.004,0.944,0,0.052,0,Scansorial,Scansorial,Scansorial
Liolaemus tari,0.003,0,0.015,0.771,0,0.211,0,Scansorial,Scansorial,Scansorial
Liolaemus tenuis,0.001,0,0.006,0.912,0,0.081,0,Scansorial,Scansorial,Scansorial
Liolaemus umbrifer,0,0.849,0,0,0,0.151,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus uniformis,0,0.849,0,0,0,0.151,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus uptoni,0,0,0,0,0,0.308,0.692,Terrestrial,Terrestrial,Terrestrial
Liolaemus uspallatensis,0,0,0,0,0,0.232,0.767,Terrestrial,Terrestrial,Terrestrial
Liolaemus valdesianus,0,0.831,0,0,0,0.169,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus velosoi,0,0,0,0,0,0.207,0.793,Terrestrial,Terrestrial,Terrestrial
Liolaemus wiegmannii,0,0,0,0,0,0.236,0.764,Terrestrial,Terrestrial,Terrestrial
Liolaemus xanthoviridis,0,0.525,0,0,0,0.263,0.212,Herbivorous,Herbivorous,Herbivorous
Liolaemus yalguaraz,0,0,0,0,0,0.209,0.791,Terrestrial,Terrestrial,Terrestrial
Liolaemus zabalai,0,0.841,0,0,0,0.159,0,Herbivorous,Herbivorous,Herbivorous
Liolaemus zapallarensis,0,0.518,0,0,0,0.286,0.195,Herbivorous,Herbivorous,Herbivorous
Liolaemus zullyae,0.003,0,0.012,0.812,0,0.173,0,Scansorial,Scansorial,Scansorial
Liopholis inornata,0,0.224,0,0,0.727,0.049,0,Fossorial,Fossorial,Fossorial
Liopholis kintorei,0,0.029,0,0,0.676,0.294,0,Fossorial,Fossorial,Fossorial
Liopholis modesta,0,0.822,0,0,0,0.177,0,Herbivorous,Herbivorous,Herbivorous
Liopholis montana,0,0,0,0,0.791,0.209,0,Fossorial,Fossorial,Fossorial
Liopholis multiscutata,0,0,0,0,0.82,0.18,0,Fossorial,Fossorial,Fossorial
Liopholis pulchra,0,0,0,0,0,0.335,0.665,Terrestrial,Terrestrial,Terrestrial
Liopholis slateri,0,0,0,0,0.874,0.126,0,Fossorial,Fossorial,Fossorial
Liopholis striata,0,0,0,0,0.845,0.155,0,Fossorial,Fossorial,Fossorial
Liopholis whitii,0.003,0,0.014,0.78,0,0.203,0,Scansorial,Scansorial,Scansorial
Lipinia nitens,0,0,0,0.016,0,0.01,0.975,Terrestrial,Terrestrial,Terrestrial
Lipinia noctua,0,0,0,0.98,0.001,0,0.019,Scansorial,Scansorial,Scansorial
Lipinia pulchella,0,0,0,0.951,0.003,0,0.046,Scansorial,Scansorial,Scansorial
Lipinia surda,0,0,0,0.972,0.002,0,0.026,Scansorial,Scansorial,Scansorial
Lipinia vittigera,0,0,0,0.912,0.005,0,0.083,Scansorial,Scansorial,Scansorial
Lissolepis coventryi,0,0.096,0,0,0.694,0.211,0,Fossorial,Fossorial,Fossorial
Lissolepis luctuosa,0.921,0,0.079,0,0,0,0,Aquatic,Aquatic,Aquatic
Lophognathus burnsi,0.004,0,0.021,0.681,0,0.294,0,Scansorial,Scansorial,Scansorial
Lophognathus gilberti,0.004,0,0.021,0.681,0,0.294,0,Scansorial,Scansorial,Scansorial
Lophosaurus boydii,0.006,0,0.026,0.6,0,0.368,0,Scansorial,Scansorial,Scansorial
Lophosaurus dilophus,0.007,0,0.031,0.528,0,0.434,0,Scansorial,Scansorial,Scansorial
Lophosaurus spinipes,0.004,0,0.021,0.678,0,0.296,0,Scansorial,Scansorial,Scansorial
Loxopholis guianense,0,0,0.371,0,0,0,0.629,Terrestrial,Nocturnal,Terrestrial
Loxopholis guianensis,0,0,0,0,0,0.198,0.802,Terrestrial,Terrestrial,Terrestrial
Loxopholis hexalepis,0,0,0,0,0,0.08,0.92,Terrestrial,Terrestrial,Terrestrial
Loxopholis hoogmoedi,0,0,0.002,0.969,0,0.028,0,Scansorial,Scansorial,Scansorial
Loxopholis parietalis,0,0,0,0,0,0.105,0.895,Terrestrial,Terrestrial,Terrestrial
Loxopholis percarinatum,0.857,0,0,0,0.056,0,0.087,Aquatic,Aquatic,Aquatic
Loxopholis rugiceps,0,0,0,0,0,0.099,0.901,Terrestrial,Terrestrial,Terrestrial
Loxopholis snethlageae,0,0,0,0.013,0,0.018,0.969,Terrestrial,Terrestrial,Terrestrial
Loxopholis southi,0,0,0,0,0,0.161,0.839,Terrestrial,Terrestrial,Terrestrial
Lubuya ivensii,0.993,0,0,0.007,0,0,0,Aquatic,Aquatic,Aquatic
Lucasium alboguttatum,0,0,0.446,0,0,0.025,0.529,Terrestrial,Nocturnal,Terrestrial
Lucasium bungabinna,0,0,0.881,0,0.023,0,0.096,Nocturnal,Nocturnal,Scansorial
Lucasium byrnei,0,0,0.446,0,0,0.023,0.531,Terrestrial,Nocturnal,Terrestrial
Lucasium damaeum,0,0,0.445,0,0,0.038,0.517,Terrestrial,Nocturnal,Terrestrial
Lucasium immaculatum,0,0,0.439,0,0,0.129,0.432,Nocturnal,Nocturnal,Terrestrial
Lucasium maini,0,0,0.447,0,0,0.011,0.542,Terrestrial,Nocturnal,Terrestrial
Lucasium occultum,0,0,0.382,0,0,0,0.618,Terrestrial,Nocturnal,Terrestrial
Lucasium squarrosum,0,0,0.446,0,0,0.025,0.529,Terrestrial,Nocturnal,Terrestrial
Lucasium steindachneri,0,0,0.445,0,0,0.034,0.52,Terrestrial,Nocturnal,Terrestrial
Lucasium stenodactylum,0,0,0.444,0,0,0.05,0.506,Terrestrial,Nocturnal,Terrestrial
Lucasium wombeyi,0,0,0.856,0,0.028,0,0.116,Nocturnal,Nocturnal,Scansorial
Lygisaurus foliorum,0,0,0,0,0,0.086,0.914,Terrestrial,Terrestrial,Terrestrial
Lygisaurus rococo,0,0,0,0.912,0.005,0,0.083,Scansorial,Scansorial,Scansorial
Lygodactylus angolensis,0,0,0,0.871,0.007,0,0.122,Scansorial,Scansorial,Scansorial
Lygodactylus angularis,0,0,0.821,0,0.034,0,0.144,Nocturnal,Nocturnal,Scansorial
Lygodactylus arnoulti,0,0.943,0,0,0,0,0.057,Herbivorous,Herbivorous,Herbivorous
Lygodactylus bivittis,0,0,0,0.873,0.007,0,0.119,Scansorial,Scansorial,Scansorial
Lygodactylus blancae,0,0,0,0.863,0.008,0,0.129,Scansorial,Scansorial,Scansorial
Lygodactylus bradfieldi,0,0,0,0.816,0.01,0,0.173,Scansorial,Scansorial,Scansorial
Lygodactylus capensis,0,0,0,0.928,0.004,0,0.068,Scansorial,Scansorial,Scansorial
Lygodactylus chobiensis,0,0,0,0.936,0.004,0,0.061,Scansorial,Scansorial,Scansorial
Lygodactylus conradti,0,0,0,0.897,0.006,0,0.097,Scansorial,Scansorial,Scansorial
Lygodactylus conraui,0,0,0,0.905,0.005,0,0.09,Scansorial,Scansorial,Scansorial
Lygodactylus decaryi,0,0.895,0,0,0,0,0.105,Herbivorous,Herbivorous,Herbivorous
Lygodactylus expectatus,0,0.917,0,0,0,0,0.083,Herbivorous,Herbivorous,Herbivorous
Lygodactylus fischeri,0,0,0,0.92,0.005,0,0.075,Scansorial,Scansorial,Scansorial
Lygodactylus gravis,0,0,0,0.92,0.005,0,0.075,Scansorial,Scansorial,Scansorial
Lygodactylus grotei,0,0,0,0.837,0.009,0,0.154,Scansorial,Scansorial,Scansorial
Lygodactylus guibei,0,0.954,0,0,0,0,0.046,Herbivorous,Herbivorous,Herbivorous
Lygodactylus gutturalis,0,0,0,0.941,0.003,0,0.056,Scansorial,Scansorial,Scansorial
Lygodactylus heterurus,0,0.898,0,0,0,0,0.102,Herbivorous,Herbivorous,Herbivorous
Lygodactylus intermedius,0,0.918,0,0,0,0,0.082,Herbivorous,Herbivorous,Herbivorous
Lygodactylus keniensis,0,0,0,0.92,0.005,0,0.075,Scansorial,Scansorial,Scansorial
Lygodactylus kimhowelli,0,0.937,0,0,0,0,0.063,Herbivorous,Herbivorous,Herbivorous
Lygodactylus klemmeri,0,0.9,0,0,0,0,0.1,Herbivorous,Herbivorous,Herbivorous
Lygodactylus klugei,0,0.93,0,0,0,0,0.07,Herbivorous,Herbivorous,Herbivorous
Lygodactylus luteopicturatus,0,0.963,0,0,0,0,0.037,Herbivorous,Herbivorous,Herbivorous
Lygodactylus madagascariensis,0,0.943,0,0,0,0,0.057,Herbivorous,Herbivorous,Herbivorous
Lygodactylus miops,0,0.93,0,0,0,0,0.07,Herbivorous,Herbivorous,Herbivorous
Lygodactylus mirabilis,0,0.908,0,0,0,0,0.092,Herbivorous,Herbivorous,Herbivorous
Lygodactylus montanus,0,0.947,0,0,0,0,0.053,Herbivorous,Herbivorous,Herbivorous
Lygodactylus picturatus,0,0.965,0,0,0,0,0.034,Herbivorous,Herbivorous,Herbivorous
Lygodactylus pictus,0,0.958,0,0,0,0,0.042,Herbivorous,Herbivorous,Herbivorous
Lygodactylus rarus,0,0.943,0,0,0,0,0.057,Herbivorous,Herbivorous,Herbivorous
Lygodactylus scheffleri,0,0,0,0.855,0.008,0,0.137,Scansorial,Scansorial,Scansorial
Lygodactylus somalicus,0,0,0,0.842,0.009,0,0.149,Scansorial,Scansorial,Scansorial
Lygodactylus tolampyae,0,0.935,0,0,0,0,0.065,Herbivorous,Herbivorous,Herbivorous
Lygodactylus tuberosus,0,0.948,0,0,0,0,0.052,Herbivorous,Herbivorous,Herbivorous
Lygodactylus verticillatus,0,0.934,0,0,0,0,0.066,Herbivorous,Herbivorous,Herbivorous
Lygodactylus williamsi,0,0,0,0.855,0.008,0,0.137,Scansorial,Scansorial,Scansorial
Lygosoma albopunctata,0,0,0,0.042,0.868,0.09,0,Fossorial,Fossorial,Fossorial
Lygosoma angeli,0,0,0,0,0.786,0.214,0,Fossorial,Fossorial,Fossorial
Lygosoma bowringii,0,0,0,0,0.853,0.147,0,Fossorial,Fossorial,Fossorial
Lygosoma corpulentum,0,0,0,0,0.733,0.267,0,Fossorial,Fossorial,Fossorial
Lygosoma haroldyoungi,0,0,0,0,0.837,0.163,0,Fossorial,Fossorial,Fossorial
Lygosoma lineata,0,0,0,0.085,0.869,0.047,0,Fossorial,Fossorial,Fossorial
Lygosoma lineolatum,0,0,0,0.129,0.871,0,0,Fossorial,Fossorial,Fossorial
Lygosoma punctata,0,0,0,0,0.831,0.169,0,Fossorial,Fossorial,Fossorial
Lygosoma quadrupes,0,0,0,0.055,0.868,0.077,0,Fossorial,Fossorial,Fossorial
Lyriocephalus scutatus,0,0.649,0,0,0,0.351,0,Herbivorous,Herbivorous,Herbivorous
Mabuya berengerae,0.003,0,0.012,0.817,0,0.168,0,Scansorial,Scansorial,Scansorial
Mabuya mabouya,0.003,0,0.012,0.815,0,0.171,0,Scansorial,Scansorial,Scansorial
Mabuya pergravis,0.002,0,0.01,0.849,0,0.139,0,Scansorial,Scansorial,Scansorial
Macropholidus ataktolepis,0,0,0,0,0,0.093,0.906,Terrestrial,Terrestrial,Terrestrial
Macropholidus ruthveni,0,0,0,0,0,0.111,0.889,Terrestrial,Terrestrial,Terrestrial
Madascincus melanopleura,0.901,0,0,0,0,0,0.099,Aquatic,Aquatic,Aquatic
Malayodracon robinsonii,0.005,0,0.024,0.632,0,0.339,0,Scansorial,Scansorial,Scansorial
Manciola guaporicola,0,0,0,0,0,0.302,0.698,Terrestrial,Terrestrial,Terrestrial
Mantheyus phuwuanensis,0,0,0.935,0,0,0.065,0,Nocturnal,Nocturnal,Scansorial
Marisora unimarginata,0.002,0,0.01,0.845,0,0.143,0,Scansorial,Scansorial,Scansorial
Marmorosphax tricolor,0,0,0.444,0,0,0.062,0.495,Terrestrial,Nocturnal,Terrestrial
Matoatoa brevipes,0,0,0.779,0,0.043,0,0.179,Nocturnal,Nocturnal,Scansorial
Matoatoa spannringi,0,0,0.891,0,0.021,0,0.088,Nocturnal,Nocturnal,Scansorial
Matobosaurus maltzahni,0.007,0,0.031,0.524,0,0.439,0,Scansorial,Scansorial,Scansorial
Matobosaurus validus,0,0.56,0,0,0,0.44,0,Herbivorous,Herbivorous,Herbivorous
Mediodactylus amictopholis,0,0,0,0.962,0.002,0,0.036,Scansorial,Scansorial,Scansorial
Mediodactylus heterocercus,0,0,0.859,0,0.027,0,0.114,Nocturnal,Nocturnal,Scansorial
Mediodactylus kotschyi,0,0,0.879,0,0.023,0,0.098,Nocturnal,Nocturnal,Scansorial
Mediodactylus russowii,0,0,0.864,0,0.026,0,0.11,Nocturnal,Nocturnal,Scansorial
Mediodactylus spinicauda,0,0,0.44,0,0,0,0.56,Terrestrial,Nocturnal,Terrestrial
Mediodactylus walli,0,0,0.909,0,0.017,0,0.074,Nocturnal,Nocturnal,Scansorial
Medopheos edracanthus,0,0,0,0,0,0.319,0.681,Terrestrial,Terrestrial,Terrestrial
Menetia alanae,0,0,0,0,0,0,1,Terrestrial,Terrestrial,Terrestrial
Menetia greyii,0,0,0,0.001,0,0.06,0.938,Terrestrial,Terrestrial,Terrestrial
Meroles anchietae,0,0.581,0,0,0,0.069,0.35,Herbivorous,Herbivorous,Herbivorous
Meroles ctenodactylus,0,0,0,0,0,0.306,0.694,Terrestrial,Terrestrial,Terrestrial
Meroles cuneirostris,0,0,0,0,0,0.178,0.822,Terrestrial,Terrestrial,Terrestrial
Meroles knoxii,0,0,0,0,0,0.217,0.783,Terrestrial,Terrestrial,Terrestrial
Meroles micropholidotus,0,0,0,0,0,0.217,0.783,Terrestrial,Terrestrial,Terrestrial
Meroles reticulatus,0,0,0,0,0,0.165,0.835,Terrestrial,Terrestrial,Terrestrial
Meroles squamulosus,0,0,0,0,0,0.256,0.744,Terrestrial,Terrestrial,Terrestrial
Meroles suborbitalis,0,0,0,0,0,0.229,0.771,Terrestrial,Terrestrial,Terrestrial
Mesalina adramitana,0,0,0,0,0,0.121,0.879,Terrestrial,Terrestrial,Terrestrial
Mesalina ayunensis,0,0,0,0,0,0.107,0.893,Terrestrial,Terrestrial,Terrestrial
Mesalina brevirostris,0,0,0,0,0,0.186,0.814,Terrestrial,Terrestrial,Terrestrial
Mesalina guttulata,0,0,0,0,0,0.225,0.775,Terrestrial,Terrestrial,Terrestrial
Mesalina olivieri,0,0,0,0,0,0.151,0.849,Terrestrial,Terrestrial,Terrestrial
Mesalina pasteuri,0,0,0,0,0,0.142,0.858,Terrestrial,Terrestrial,Terrestrial
Mesalina rubropunctata,0,0,0,0,0,0.215,0.785,Terrestrial,Terrestrial,Terrestrial
Mesalina watsonana,0,0,0,0,0,0.186,0.814,Terrestrial,Terrestrial,Terrestrial
Mesaspis juarezi,0,0,0,0,0,0.205,0.794,Terrestrial,Terrestrial,Terrestrial
Mesaspis monticola,0,0,0,0,0,0.244,0.756,Terrestrial,Terrestrial,Terrestrial
Mesaspis moreletii,0,0,0,0,0,0.269,0.731,Terrestrial,Terrestrial,Terrestrial
Mesoscincus schwartzei,0,0,0,0,0,0.37,0.63,Terrestrial,Terrestrial,Terrestrial
Micrablepharus atticolus,0,0,0,0,0,0.122,0.878,Terrestrial,Terrestrial,Terrestrial
Micrablepharus maximiliani,0,0,0,0,0,0.103,0.897,Terrestrial,Terrestrial,Terrestrial
Microgecko depressus,0,0,0.731,0,0.052,0,0.217,Nocturnal,Nocturnal,Scansorial
Microgecko helenae,0,0,0.375,0,0,0,0.625,Terrestrial,Nocturnal,Terrestrial
Microgecko persicus,0,0,0.746,0,0.049,0,0.205,Nocturnal,Nocturnal,Scansorial
Microlophus albemarlensis,0,0.508,0,0,0,0.323,0.169,Herbivorous,Herbivorous,Herbivorous
Microlophus atacamensis,0,0.758,0,0,0,0.242,0,Herbivorous,Herbivorous,Herbivorous
Microlophus barringtonensis,0,0,0,0,0,0.339,0.661,Terrestrial,Terrestrial,Terrestrial
Microlophus bivittatus,0,0,0,0,0,0.362,0.638,Terrestrial,Terrestrial,Terrestrial
Microlophus delanonis,0,0.705,0,0,0,0.295,0,Herbivorous,Herbivorous,Herbivorous
Microlophus duncanensis,0,0,0,0,0,0.35,0.65,Terrestrial,Terrestrial,Terrestrial
Microlophus grayii,0.004,0,0.017,0.741,0,0.239,0,Scansorial,Scansorial,Scansorial
Microlophus habelii,0,0.514,0,0,0,0.303,0.184,Herbivorous,Herbivorous,Herbivorous
Microlophus heterolepis,0,0.748,0,0,0,0.252,0,Herbivorous,Herbivorous,Herbivorous
Microlophus jacobii,0,0.857,0,0,0,0.143,0,Herbivorous,Herbivorous,Herbivorous
Microlophus occipitalis,0.002,0,0.011,0.829,0,0.158,0,Scansorial,Scansorial,Scansorial
Microlophus pacificus,0,0.52,0,0,0,0.28,0.2,Herbivorous,Herbivorous,Herbivorous
Microlophus peruvianus,0,0.73,0,0,0,0.27,0,Herbivorous,Herbivorous,Herbivorous
Microlophus quadrivittatus,0,0.756,0,0,0,0.244,0,Herbivorous,Herbivorous,Herbivorous
Microlophus tarapacensis,0,0.517,0,0,0,0.292,0.191,Herbivorous,Herbivorous,Herbivorous
Microlophus theresiae,0.003,0,0.016,0.75,0,0.23,0,Scansorial,Scansorial,Scansorial
Microlophus theresioides,0,0.776,0,0,0,0.224,0,Herbivorous,Herbivorous,Herbivorous
Microlophus thoracicus,0,0.263,0,0,0.593,0.144,0,Fossorial,Fossorial,Fossorial
Microlophus tigris,0,0.798,0,0,0,0.202,0,Herbivorous,Herbivorous,Herbivorous
Mniarogekko chahoua,0,0.517,0.316,0,0,0.167,0,Herbivorous,Herbivorous,Herbivorous
Mochlus afer,0,0,0,0,0.745,0.255,0,Fossorial,Fossorial,Fossorial
Mochlus guineensis,0,0,0,0,0.857,0.143,0,Fossorial,Fossorial,Fossorial
Mochlus mabuiiforme,0,0,0,0,0,0.526,0.474,Large,Terrestrial,Large
Mochlus simonettai,0,0,0.438,0,0,0.14,0.421,Nocturnal,Nocturnal,Terrestrial
Mochlus sundevalli,0,0,0,0,0.745,0.255,0,Fossorial,Fossorial,Fossorial
Mokopirirakau cryptozoicus,0,0.612,0.372,0,0,0.016,0,Herbivorous,Herbivorous,Herbivorous
Mokopirirakau granulatus,0,0.596,0.363,0,0,0.04,0,Herbivorous,Herbivorous,Herbivorous
Mokopirirakau kahutarae,0,0.605,0.368,0,0,0.027,0,Herbivorous,Herbivorous,Herbivorous
Mokopirirakau nebulosus,0,0.617,0.376,0,0,0.007,0,Herbivorous,Herbivorous,Herbivorous
Moloch horridus,0,0,0,0,0,0.397,0.603,Terrestrial,Terrestrial,Terrestrial
Monopeltis capensis,0,0,0,0,0.788,0.212,0,Fossorial,Fossorial,Fossorial
Morethia adelaidensis,0,0,0,0,0,0.161,0.839,Terrestrial,Terrestrial,Terrestrial
Morethia boulengeri,0,0,0,0,0,0.155,0.845,Terrestrial,Terrestrial,Terrestrial
Morethia butleri,0,0,0,0,0,0.155,0.845,Terrestrial,Terrestrial,Terrestrial
Morethia lineoocellata,0,0,0,0,0,0.155,0.845,Terrestrial,Terrestrial,Terrestrial
Morethia obscura,0,0,0,0,0,0.151,0.849,Terrestrial,Terrestrial,Terrestrial
Morethia ruficauda,0,0,0,0,0,0.097,0.903,Terrestrial,Terrestrial,Terrestrial
Morethia storri,0,0,0,0.005,0,0.046,0.948,Terrestrial,Terrestrial,Terrestrial
Morethia taeniopleura,0,0,0,0,0,0.086,0.914,Terrestrial,Terrestrial,Terrestrial
Morunasaurus annularis,0,0,0,0,0,0.418,0.582,Terrestrial,Terrestrial,Terrestrial
Morunasaurus groi,0,0,0,0,0,0.358,0.642,Terrestrial,Terrestrial,Terrestrial
Morunasaurus peruvianus,0,0,0,0,0,0.447,0.553,Terrestrial,Terrestrial,Terrestrial
Nactus cheverti,0,0,0.445,0,0,0.034,0.52,Terrestrial,Nocturnal,Terrestrial
Nactus coindemirensis,0,0,0.721,0,0.054,0,0.225,Nocturnal,Nocturnal,Scansorial
Nactus eboracensis,0,0,0.445,0,0,0.038,0.517,Terrestrial,Nocturnal,Terrestrial
Nactus galgajuga,0,0,0.846,0,0.03,0,0.124,Nocturnal,Nocturnal,Scansorial
Nactus multicarinatus,0,0,0.916,0,0.016,0,0.067,Nocturnal,Nocturnal,Scansorial
Nactus pelagicus,0,0,0.986,0,0.003,0,0.011,Nocturnal,Nocturnal,Scansorial
Nactus serpensinsula,0,0,0.924,0,0.015,0,0.061,Nocturnal,Nocturnal,Scansorial
Nadzikambia mlanjensis,0.002,0,0.009,0.859,0,0.13,0,Scansorial,Scansorial,Scansorial
Namazonurus campbelli,0.002,0,0.008,0.882,0,0.109,0,Scansorial,Scansorial,Scansorial
Namazonurus namaquensis,0.002,0,0.009,0.868,0,0.122,0,Scansorial,Scansorial,Scansorial
Namazonurus peersi,0.002,0,0.01,0.854,0,0.134,0,Scansorial,Scansorial,Scansorial
Narudasia festiva,0,0,0,0.827,0.01,0,0.164,Scansorial,Scansorial,Scansorial
Naultinus elegans,0.001,0,0.004,0.932,0,0.062,0,Scansorial,Scansorial,Scansorial
Naultinus gemmeus,0,0.919,0,0,0,0.081,0,Herbivorous,Herbivorous,Herbivorous
Naultinus grayii,0,0.873,0,0,0,0.127,0,Herbivorous,Herbivorous,Herbivorous
Naultinus manukanus,0.002,0,0.007,0.889,0,0.103,0,Scansorial,Scansorial,Scansorial
Naultinus punctatus,0,0.873,0,0,0,0.127,0,Herbivorous,Herbivorous,Herbivorous
Naultinus rudis,0,0.948,0,0,0,0.052,0,Herbivorous,Herbivorous,Herbivorous
Naultinus stellatus,0,0.919,0,0,0,0.081,0,Herbivorous,Herbivorous,Herbivorous
Naultinus tuberculatus,0.002,0,0.008,0.875,0,0.115,0,Scansorial,Scansorial,Scansorial
Nebulifera robusta,0,0,0.995,0,0,0.005,0,Nocturnal,Nocturnal,Scansorial
Nephrurus amyae,0,0,0.89,0,0,0.11,0,Nocturnal,Nocturnal,Scansorial
Nephrurus asper,0,0,0.927,0,0,0.073,0,Nocturnal,Nocturnal,Scansorial
Nephrurus deleani,0,0,0.437,0,0,0.162,0.401,Nocturnal,Nocturnal,Terrestrial
Nephrurus laevissimus,0,0,0.437,0,0,0.162,0.401,Nocturnal,Nocturnal,Terrestrial
Nephrurus levis,0,0,0.436,0,0,0.172,0.392,Nocturnal,Nocturnal,Terrestrial
Nephrurus sheai,0,0,0.918,0,0,0.081,0,Nocturnal,Nocturnal,Scansorial
Nephrurus stellatus,0,0,0.438,0,0,0.154,0.408,Nocturnal,Nocturnal,Terrestrial
Nephrurus vertebralis,0,0,0.438,0,0,0.148,0.414,Nocturnal,Nocturnal,Terrestrial
Nephrurus wheeleri,0,0,0.437,0,0,0.164,0.399,Nocturnal,Nocturnal,Terrestrial
Nessia bipes,0,0,0,0.127,0.873,0,0,Fossorial,Fossorial,Fossorial
Nessia burtonii,0,0,0.038,0,0.962,0,0,Fossorial,Fossorial,Fossorial
Nessia monodactyla,0,0,0.026,0,0.974,0,0,Fossorial,Fossorial,Fossorial
Nessia sarasinorum,0,0,0,0.046,0.868,0.086,0,Fossorial,Fossorial,Fossorial
